scenarioID,hostRegionCode,primaryAreaCode,matchStageCode,stadiumCapacity,ticketHolders,transitPassengers,pedestrianVolume,areaPedestrianVolume,egressMinutes,fTAFundingMillions,latitude,longitude,analysisRadiusM,outcome
616,5,10,0,69045,60266,7101,4821,2169,109,8.632123,39.0491,-94.4871,400,0
617,8,16,0,80663,66639,16258,36242,16309,46,10.438681,40.81145,-74.07075,350,0
618,11,21,0,66925,57100,27478,38506,21178,65,8.408439,47.5917,-122.3272,250,1
619,10,19,0,68827,54160,23745,24564,15967,91,8.807888,37.403468,-121.974908,250,0
620,10,19,0,68827,63226,32494,21460,13949,84,8.807888,37.403468,-121.974908,250,1
621,3,6,0,70649,59810,11946,10432,4694,112,10.033037,32.7506,-97.0915,350,0
622,9,17,3,68324,62286,26608,32865,19719,76,8.474327,39.9047,-75.1736,250,1
623,2,4,0,64146,55170,10193,12840,4494,92,8.671598,42.0916,-71.2648,300,0
624,4,7,0,68777,57861,18072,23229,13937,84,9.092387,29.6852,-95.407,250,0
625,6,11,1,70492,67486,26042,5859,2930,112,9.603284,33.9509,-118.3441,350,1
626,5,10,1,69045,58177,6009,6852,3083,109,8.632123,39.0491,-94.4871,400,0
627,3,6,1,70649,66365,14123,9911,4460,112,10.033037,32.7506,-97.0915,350,0
628,10,19,0,68827,68689,39958,27197,17678,101,8.807888,37.403468,-121.974908,250,1
629,9,17,0,68324,54091,23467,24786,14872,80,8.474327,39.9047,-75.1736,250,0
630,9,17,1,68324,57744,31098,23144,13886,83,8.474327,39.9047,-75.1736,250,1
631,3,6,0,70649,54498,6411,8867,3990,104,10.033037,32.7506,-97.0915,350,0
632,1,1,0,68239,59631,28426,27716,16075,66,9.391018,33.7565,-84.4038,250,0
633,6,11,3,70492,62497,28539,17055,8528,141,9.603284,33.9509,-118.3441,350,1
634,11,21,0,66925,59063,37917,30815,16948,72,8.408439,47.5917,-122.3272,250,1
635,7,14,1,64478,52284,10689,6647,2991,127,8.69743,25.9549,-80.2383,350,0
636,4,8,0,68777,57491,11519,18010,7204,61,9.092387,29.6846,-95.4141,300,0
637,2,3,4,64146,64018,20022,20058,13038,116,8.671598,42.0889,-71.2597,250,1
638,11,21,0,66925,57649,26762,32659,17962,65,8.408439,47.5917,-122.3272,250,1
639,5,10,2,69045,63466,5743,5077,2285,120,8.632123,39.0491,-94.4871,400,0
640,11,21,0,66925,55005,27183,29976,16487,62,8.408439,47.5917,-122.3272,250,0
641,6,11,0,70492,61774,27612,15257,7629,103,9.603284,33.9509,-118.3441,350,1
642,1,1,0,68239,57250,29770,19418,11262,58,9.391018,33.7565,-84.4038,250,0
643,2,4,2,64146,56013,13222,8755,3064,100,8.671598,42.0916,-71.2648,300,0
644,1,1,0,68239,56766,31798,23626,13703,60,9.391018,33.7565,-84.4038,250,0
645,3,6,0,70649,62621,8196,13478,6065,125,10.033037,32.7506,-97.0915,350,0
646,10,19,0,68827,53619,28377,21522,13989,75,8.807888,37.403468,-121.974908,250,0
647,10,19,0,68827,60749,32747,21166,13758,90,8.807888,37.403468,-121.974908,250,1
648,3,6,1,70649,63658,10006,10753,4839,111,10.033037,32.7506,-97.0915,350,0
649,8,15,0,80663,73845,25968,42146,23180,70,10.438681,40.807664,-74.069833,250,1
650,10,19,0,68827,55354,33383,23092,15010,77,8.807888,37.403468,-121.974908,250,1
651,10,19,2,68827,68267,42038,34302,22296,98,8.807888,37.403468,-121.974908,250,1
652,6,11,0,70492,45605,14640,10146,5073,94,9.603284,33.9509,-118.3441,350,0
653,8,15,3,80663,75403,29877,53150,29233,82,10.438681,40.807664,-74.069833,250,1
654,2,3,0,64146,50957,15209,4796,3117,96,8.671598,42.0889,-71.2597,250,0
655,9,17,0,68324,51313,21947,23916,14350,70,8.474327,39.9047,-75.1736,250,0
656,1,1,0,68239,56980,25578,21738,12608,48,9.391018,33.7565,-84.4038,250,0
657,9,17,0,68324,58326,23853,28726,17236,105,8.474327,39.9047,-75.1736,250,1
658,1,1,1,68239,66516,30791,29993,17396,71,9.391018,33.7565,-84.4038,250,1
659,1,1,0,68239,61523,23575,21264,12333,74,9.391018,33.7565,-84.4038,250,0
660,11,21,0,66925,56284,26611,28925,15909,77,8.408439,47.5917,-122.3272,250,1
661,4,7,1,68777,52452,15769,14539,8723,82,9.092387,29.6852,-95.407,250,0
662,4,7,0,68777,58142,21422,15637,9382,93,9.092387,29.6852,-95.407,250,0
663,3,6,0,70649,59270,10992,8219,3699,113,10.033037,32.7506,-97.0915,350,0
664,4,7,2,68777,62191,16021,17902,10741,90,9.092387,29.6852,-95.407,250,0
665,6,11,0,70492,59609,26495,12398,6199,89,9.603284,33.9509,-118.3441,350,0
666,1,1,0,68239,60394,37406,25136,14579,73,9.391018,33.7565,-84.4038,250,1
667,4,7,0,68777,50805,16243,17237,10342,97,9.092387,29.6852,-95.407,250,0
668,3,6,2,70649,58029,11154,13094,5892,122,10.033037,32.7506,-97.0915,350,0
669,8,16,0,80663,65577,15049,45137,20312,63,10.438681,40.81145,-74.07075,350,0
670,11,21,0,66925,58571,32682,29632,16298,77,8.408439,47.5917,-122.3272,250,1
671,7,13,0,64478,55616,14180,8837,4860,117,8.69743,25.957,-80.2425,400,0
672,8,15,0,80663,69977,23398,44277,24352,87,10.438681,40.807664,-74.069833,250,1
673,8,15,0,80663,66889,20596,49870,27429,74,10.438681,40.807664,-74.069833,250,1
674,4,7,1,68777,61574,20464,17178,10307,79,9.092387,29.6852,-95.407,250,0
675,2,3,0,64146,53243,13331,13313,8653,91,8.671598,42.0889,-71.2597,250,0
676,3,6,0,70649,60923,10816,13153,5919,115,10.033037,32.7506,-97.0915,350,0
677,1,1,0,68239,59318,24271,23253,13487,67,9.391018,33.7565,-84.4038,250,0
678,7,14,0,64478,46337,7153,5541,2493,106,8.69743,25.9549,-80.2383,350,0
679,8,15,0,80663,60623,15401,43601,23981,51,10.438681,40.807664,-74.069833,250,0
680,10,19,0,68827,67099,34586,27754,18040,100,8.807888,37.403468,-121.974908,250,1
681,2,3,1,64146,61942,17956,14575,9474,121,8.671598,42.0889,-71.2597,250,1
682,1,1,0,68239,55808,29716,18724,10860,56,9.391018,33.7565,-84.4038,250,0
683,6,11,0,70492,59688,23525,5776,2888,86,9.603284,33.9509,-118.3441,350,0
684,8,16,0,80663,67761,13302,39487,17769,83,10.438681,40.81145,-74.07075,350,0
685,10,19,1,68827,59138,28051,21847,14201,99,8.807888,37.403468,-121.974908,250,1
686,10,19,0,68827,57893,32701,21686,14096,84,8.807888,37.403468,-121.974908,250,1
687,11,21,0,66925,60872,35573,35896,19743,70,8.408439,47.5917,-122.3272,250,1
688,2,4,0,64146,59248,13346,19199,6720,104,8.671598,42.0916,-71.2648,300,1
689,9,17,0,68324,58966,28803,31283,18770,76,8.474327,39.9047,-75.1736,250,1
690,3,6,0,70649,62365,14892,8947,4026,114,10.033037,32.7506,-97.0915,350,0
691,8,15,0,80663,63808,18251,37797,20788,69,10.438681,40.807664,-74.069833,250,0
692,5,10,1,69045,63333,4500,5067,2280,121,8.632123,39.0491,-94.4871,400,0
693,11,21,0,66925,55974,29021,27438,15091,69,8.408439,47.5917,-122.3272,250,0
694,3,6,0,70649,63335,8919,5067,2280,121,10.033037,32.7506,-97.0915,350,0
695,8,16,0,80663,63525,14251,42687,19209,74,10.438681,40.81145,-74.07075,350,0
696,4,7,0,68777,60649,22074,21710,13026,82,9.092387,29.6852,-95.407,250,0
697,5,10,0,69045,51029,4194,8773,3948,113,8.632123,39.0491,-94.4871,400,0
698,6,11,0,70492,56965,22616,11602,5801,117,9.603284,33.9509,-118.3441,350,0
699,3,6,0,70649,58512,8735,8733,3930,110,10.033037,32.7506,-97.0915,350,0
700,5,10,3,69045,68219,10899,11422,5140,116,8.632123,39.0491,-94.4871,400,1
701,9,17,1,68324,52189,19947,22121,13273,75,8.474327,39.9047,-75.1736,250,0
702,6,11,0,70492,62218,27898,13299,6650,109,9.603284,33.9509,-118.3441,350,0
703,6,11,0,70492,66744,29740,11286,5643,113,9.603284,33.9509,-118.3441,350,1
704,6,11,4,70492,65852,27168,15494,7747,107,9.603284,33.9509,-118.3441,350,1
705,5,10,0,69045,59098,7212,6947,3126,116,8.632123,39.0491,-94.4871,400,0
706,1,1,2,68239,59702,28045,20445,11858,74,9.391018,33.7565,-84.4038,250,0
707,6,11,2,70492,56357,15166,15439,7720,111,9.603284,33.9509,-118.3441,350,0
708,5,10,0,69045,55478,5982,7117,3203,117,8.632123,39.0491,-94.4871,400,0
709,3,6,0,70649,65553,9594,5829,2623,126,10.033037,32.7506,-97.0915,350,0
710,8,15,2,80663,73123,25264,38846,21365,71,10.438681,40.807664,-74.069833,250,1
711,9,17,3,68324,66723,31850,36972,22183,102,8.474327,39.9047,-75.1736,250,1
712,8,15,0,80663,56752,19718,32879,18083,73,10.438681,40.807664,-74.069833,250,0
713,4,7,1,68777,68639,19824,17337,10402,93,9.092387,29.6852,-95.407,250,1
714,8,15,2,80663,71194,24134,40812,22447,85,10.438681,40.807664,-74.069833,250,1
715,2,4,3,64146,61059,14846,14677,5137,115,8.671598,42.0916,-71.2648,300,1
716,9,17,0,68324,52264,27856,25040,15024,79,8.474327,39.9047,-75.1736,250,0
717,2,3,0,64146,47277,13970,12798,8319,92,8.671598,42.0889,-71.2597,250,0
718,8,15,0,80663,73350,22318,40938,22516,76,10.438681,40.807664,-74.069833,250,1
719,6,11,1,70492,60044,24614,15462,7731,109,9.603284,33.9509,-118.3441,350,0
720,8,15,3,80663,68283,25804,47394,26067,81,10.438681,40.807664,-74.069833,250,1
721,2,3,2,64146,64018,20695,20441,13287,110,8.671598,42.0889,-71.2597,250,1
722,10,19,0,68827,57538,35500,23212,15088,68,8.807888,37.403468,-121.974908,250,0
723,7,13,0,64478,53357,16656,11646,6405,127,8.69743,25.957,-80.2425,400,0
724,2,4,0,64146,60210,12683,11738,4108,119,8.671598,42.0916,-71.2648,300,1
725,3,6,1,70649,60947,3923,10237,4607,117,10.033037,32.7506,-97.0915,350,0
726,4,7,0,68777,53439,16173,16583,9950,84,9.092387,29.6852,-95.407,250,0
727,4,7,0,68777,56410,21506,16521,9913,79,9.092387,29.6852,-95.407,250,0
728,1,1,0,68239,62798,25932,28967,16801,60,9.391018,33.7565,-84.4038,250,0
729,2,3,0,64146,49218,12449,6864,4462,103,8.671598,42.0889,-71.2597,250,0
730,5,10,0,69045,60178,4302,11743,5284,131,8.632123,39.0491,-94.4871,400,0
731,9,17,0,68324,56276,27131,23133,13880,76,8.474327,39.9047,-75.1736,250,0
732,10,19,1,68827,60027,34789,23126,15032,105,8.807888,37.403468,-121.974908,250,1
733,11,21,1,66925,46928,22825,24809,13645,67,8.408439,47.5917,-122.3272,250,0
734,10,19,0,68827,54352,25317,17934,11657,79,8.807888,37.403468,-121.974908,250,0
735,5,10,4,69045,61987,7469,6868,3091,131,8.632123,39.0491,-94.4871,400,0
736,3,6,0,70649,55436,6299,5302,2386,122,10.033037,32.7506,-97.0915,350,0
737,1,1,0,68239,56916,31357,22039,12783,62,9.391018,33.7565,-84.4038,250,0
738,5,10,1,69045,59458,2973,4757,2141,116,8.632123,39.0491,-94.4871,400,0
739,8,15,0,80663,64146,17764,41157,22636,63,10.438681,40.807664,-74.069833,250,0
740,6,11,0,70492,57534,20702,14731,7366,100,9.603284,33.9509,-118.3441,350,0
741,10,19,5,68827,68689,40487,33019,21462,107,8.807888,37.403468,-121.974908,250,1
742,5,10,2,69045,64764,10488,12802,5761,130,8.632123,39.0491,-94.4871,400,1
743,1,1,0,68239,52225,22221,19306,11197,75,9.391018,33.7565,-84.4038,250,0
744,10,19,0,68827,59327,34598,25586,16631,87,8.807888,37.403468,-121.974908,250,1
745,3,5,0,70649,62550,16218,12497,6873,109,10.033037,32.7479,-97.0909,300,0
746,6,11,0,70492,64222,22768,13791,6896,98,9.603284,33.9509,-118.3441,350,0
747,2,3,0,64146,59483,16629,18959,12323,115,8.671598,42.0889,-71.2597,250,1
748,4,7,1,68777,62302,26655,20406,12244,94,9.092387,29.6852,-95.407,250,1
749,7,13,3,64478,57767,15051,4621,2542,128,8.69743,25.957,-80.2425,400,1
750,2,4,0,64146,64018,14998,14228,4980,97,8.671598,42.0916,-71.2648,300,1
751,3,6,0,70649,59540,2977,14322,6445,104,10.033037,32.7506,-97.0915,350,0
752,10,19,1,68827,65222,34791,24384,15850,89,8.807888,37.403468,-121.974908,250,1
753,6,11,0,70492,65157,25851,12604,6302,108,9.603284,33.9509,-118.3441,350,0
754,3,6,0,70649,66505,8128,8619,3879,113,10.033037,32.7506,-97.0915,350,0
755,10,19,0,68827,64612,34009,23144,15044,89,8.807888,37.403468,-121.974908,250,1
756,7,13,0,64478,50532,13165,6511,3581,108,8.69743,25.957,-80.2425,400,0
757,2,3,0,64146,55606,14021,12648,8221,93,8.671598,42.0889,-71.2597,250,0
758,11,21,0,66925,52404,24772,30971,17034,59,8.408439,47.5917,-122.3272,250,0
759,10,19,3,68827,62836,38944,21381,13898,98,8.807888,37.403468,-121.974908,250,1
760,7,14,0,64478,47232,4686,4999,2250,111,8.69743,25.9549,-80.2383,350,0
761,9,17,0,68324,55132,26132,22553,13532,85,8.474327,39.9047,-75.1736,250,0
762,4,7,0,68777,60878,21595,22212,13327,72,9.092387,29.6852,-95.407,250,0
763,1,1,0,68239,48193,19708,19736,11447,53,9.391018,33.7565,-84.4038,250,0
764,2,4,0,64146,48992,11396,13754,4814,106,8.671598,42.0916,-71.2648,300,0
765,11,21,0,66925,50061,31742,31452,17299,65,8.408439,47.5917,-122.3272,250,1
766,4,7,2,68777,60103,21749,22438,13463,94,9.092387,29.6852,-95.407,250,1
767,11,21,0,66925,50027,23367,28248,15536,59,8.408439,47.5917,-122.3272,250,0
768,7,13,0,64478,46886,12690,9817,5399,111,8.69743,25.957,-80.2425,400,0
