projectId,hostRegionCode,cityId,hostRegion,category,categoryName,phase,areaId,areaShortCode,exactAreaName,latitude,longitude,analysisRadiusM,geometryType,lengthM,widthM,heightM,bearingDeg,zOffsetM,colorHex,opacity,renderEnabled,designDescription,implementationStatus,spatialPrecision,evidenceClass,sourceUrl,allocationCents
los-angeles-station-TMP,6,los-angeles,Los Angeles,station,Station-capacity package,temporary,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,glb_model,120,45,6,327,0.05,#F59E0B,0.55,No,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-station-PERM,6,los-angeles,Los Angeles,station,Station-capacity package,permanent,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,glb_model,120,45,18,334,0.1,#2563EB,0.85,No,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-toc-TMP,6,los-angeles,Los Angeles,toc,Integrated traffic operations,temporary,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,glb_model,60,40,4,344,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,37500000
los-angeles-toc-PERM,6,los-angeles,Los Angeles,toc,Integrated traffic operations,permanent,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,glb_model,60,40,12,351,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,112500000
los-angeles-access-TMP,6,los-angeles,Los Angeles,access,ADA/microtransit access,temporary,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,line_extrusion,800,3,0.1,1,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-access-PERM,6,los-angeles,Los Angeles,access,ADA/microtransit access,permanent,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,line_extrusion,800,3,0.1,8,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
miami-service-TMP,7,miami,Miami,service,Extra transit service,temporary,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,animated_route,1500,2,0.5,203,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,132000000
miami-service-PERM,7,miami,Miami,service,Extra transit service,permanent,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,animated_route,1500,2,1,210,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,33000000
miami-buslane-TMP,7,miami,Miami,buslane,Transit-priority lanes,temporary,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,line_extrusion,3200,3.5,0.1,220,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,64800000
miami-buslane-PERM,7,miami,Miami,buslane,Transit-priority lanes,permanent,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,line_extrusion,3200,3.5,0.1,227,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,79200000
miami-signals-TMP,7,miami,Miami,signals,Signal timing plans,temporary,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,point_model,1,1,3,237,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,6750000
miami-signals-PERM,7,miami,Miami,signals,Signal timing plans,permanent,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,point_model,1,1,6,244,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,20250000
miami-hub-TMP,7,miami,Miami,hub,Hub-to-stadium shuttle package,temporary,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,polygon_extrusion,90,60,3,254,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,90000000
miami-hub-PERM,7,miami,Miami,hub,Hub-to-stadium shuttle package,permanent,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,polygon_extrusion,90,60,6,261,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,135000000
miami-parkride-TMP,7,miami,Miami,parkride,Park-and-ride package,temporary,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,polygon_extrusion,220,150,0.2,271,0.05,#F59E0B,0.55,Yes,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,22500000
miami-parkride-PERM,7,miami,Miami,parkride,Park-and-ride package,permanent,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,polygon_extrusion,220,150,0.2,278,0.1,#2563EB,0.85,Yes,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,22500000
miami-ped-TMP,7,miami,Miami,ped,Protected pedestrian corridor,temporary,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,line_extrusion,1600,6,0.15,288,0.05,#F59E0B,0.55,No,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-ped-PERM,7,miami,Miami,ped,Protected pedestrian corridor,permanent,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,line_extrusion,1600,6,0.15,295,0.1,#0F766E,0.85,No,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-bike-TMP,7,miami,Miami,bike,Protected bicycle access,temporary,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,line_extrusion,3200,3,0.1,305,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-bike-PERM,7,miami,Miami,bike,Protected bicycle access,permanent,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,line_extrusion,3200,3,0.1,312,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-tnc-TMP,7,miami,Miami,tnc,Managed rideshare hub,temporary,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,polygon_extrusion,70,45,0.2,322,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,40000000
miami-tnc-PERM,7,miami,Miami,tnc,Managed rideshare hub,permanent,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,polygon_extrusion,70,45,0.2,329,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,40000000
miami-wayfinding-TMP,7,miami,Miami,wayfinding,Multilingual wayfinding,temporary,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,point_model,1,1,2.5,339,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,13500000
miami-wayfinding-PERM,7,miami,Miami,wayfinding,Multilingual wayfinding,permanent,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,point_model,1,1,4,346,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,16500000
miami-station-TMP,7,miami,Miami,station,Station-capacity package,temporary,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,glb_model,120,45,6,356,0.05,#F59E0B,0.55,No,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-station-PERM,7,miami,Miami,station,Station-capacity package,permanent,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,glb_model,120,45,18,3,0.1,#2563EB,0.85,No,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-toc-TMP,7,miami,Miami,toc,Integrated traffic operations,temporary,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,glb_model,60,40,4,13,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,37500000
miami-toc-PERM,7,miami,Miami,toc,Integrated traffic operations,permanent,mia-south-gate,MIA-SG,Hard Rock Stadium south-gate rideshare and shuttle zone,25.9549,-80.2383,350,glb_model,60,40,12,20,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,112500000
miami-access-TMP,7,miami,Miami,access,ADA/microtransit access,temporary,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,line_extrusion,800,3,0.1,30,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
miami-access-PERM,7,miami,Miami,access,ADA/microtransit access,permanent,mia-nw199-nw27,MIA-NW27,NW 199th Street and NW 27th Avenue approach,25.957,-80.2425,400,line_extrusion,800,3,0.1,37,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.hardrockstadium.com/parking/,0
nynj-service-TMP,8,nynj,New York/New Jersey,service,Extra transit service,temporary,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,animated_route,1500,2,0.5,232,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,132000000
nynj-service-PERM,8,nynj,New York/New Jersey,service,Extra transit service,permanent,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,animated_route,1500,2,1,239,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,33000000
nynj-buslane-TMP,8,nynj,New York/New Jersey,buslane,Transit-priority lanes,temporary,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,line_extrusion,3200,3.5,0.1,249,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,32400000
nynj-buslane-PERM,8,nynj,New York/New Jersey,buslane,Transit-priority lanes,permanent,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,line_extrusion,3200,3.5,0.1,256,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,39600000
nynj-signals-TMP,8,nynj,New York/New Jersey,signals,Signal timing plans,temporary,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,point_model,1,1,3,266,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,9000000
nynj-signals-PERM,8,nynj,New York/New Jersey,signals,Signal timing plans,permanent,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,point_model,1,1,6,273,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,27000000
nynj-hub-TMP,8,nynj,New York/New Jersey,hub,Hub-to-stadium shuttle package,temporary,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,polygon_extrusion,90,60,3,283,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,60000000
nynj-hub-PERM,8,nynj,New York/New Jersey,hub,Hub-to-stadium shuttle package,permanent,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,polygon_extrusion,90,60,6,290,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,90000000
nynj-parkride-TMP,8,nynj,New York/New Jersey,parkride,Park-and-ride package,temporary,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,polygon_extrusion,220,150,0.2,300,0.05,#F59E0B,0.55,No,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,0
nynj-parkride-PERM,8,nynj,New York/New Jersey,parkride,Park-and-ride package,permanent,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,polygon_extrusion,220,150,0.2,307,0.1,#2563EB,0.85,No,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,0
nynj-ped-TMP,8,nynj,New York/New Jersey,ped,Protected pedestrian corridor,temporary,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,line_extrusion,1600,6,0.15,317,0.05,#F59E0B,0.55,Yes,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,21000000
nynj-ped-PERM,8,nynj,New York/New Jersey,ped,Protected pedestrian corridor,permanent,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,line_extrusion,1600,6,0.15,324,0.1,#0F766E,0.85,Yes,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,39000000
nynj-bike-TMP,8,nynj,New York/New Jersey,bike,Protected bicycle access,temporary,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,line_extrusion,3200,3,0.1,334,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,0
nynj-bike-PERM,8,nynj,New York/New Jersey,bike,Protected bicycle access,permanent,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,line_extrusion,3200,3,0.1,341,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,0
nynj-tnc-TMP,8,nynj,New York/New Jersey,tnc,Managed rideshare hub,temporary,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,polygon_extrusion,70,45,0.2,351,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,60000000
nynj-tnc-PERM,8,nynj,New York/New Jersey,tnc,Managed rideshare hub,permanent,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,polygon_extrusion,70,45,0.2,358,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,60000000
nynj-wayfinding-TMP,8,nynj,New York/New Jersey,wayfinding,Multilingual wayfinding,temporary,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,point_model,1,1,2.5,8,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,13500000
nynj-wayfinding-PERM,8,nynj,New York/New Jersey,wayfinding,Multilingual wayfinding,permanent,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,point_model,1,1,4,15,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,16500000
nynj-station-TMP,8,nynj,New York/New Jersey,station,Station-capacity package,temporary,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,glb_model,120,45,6,25,0.05,#F59E0B,0.55,Yes,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,50000000
nynj-station-PERM,8,nynj,New York/New Jersey,station,Station-capacity package,permanent,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,glb_model,120,45,18,32,0.1,#2563EB,0.85,Yes,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,200000000
nynj-toc-TMP,8,nynj,New York/New Jersey,toc,Integrated traffic operations,temporary,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,glb_model,60,40,4,42,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,37500000
nynj-toc-PERM,8,nynj,New York/New Jersey,toc,Integrated traffic operations,permanent,nynj-american-dream-corridor,NYNJ-ADM,American Dream–MetLife protected corridor,40.81145,-74.07075,350,glb_model,60,40,12,49,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/press-releases/new-jersey-interagency-transportation-after-action-report-aar-njny-stadium-fifa,112500000
nynj-access-TMP,8,nynj,New York/New Jersey,access,ADA/microtransit access,temporary,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,line_extrusion,800,3,0.1,59,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,0
nynj-access-PERM,8,nynj,New York/New Jersey,access,ADA/microtransit access,permanent,nynj-meadowlands-station,NYNJ-MRS,Meadowlands Rail Station and aerial walkway,40.807664,-74.069833,250,line_extrusion,800,3,0.1,66,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.njtransit.com/meadowlands,0
philadelphia-service-TMP,9,philadelphia,Philadelphia,service,Extra transit service,temporary,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,animated_route,1500,2,0.5,261,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,132000000
philadelphia-service-PERM,9,philadelphia,Philadelphia,service,Extra transit service,permanent,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,animated_route,1500,2,1,268,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,33000000
philadelphia-buslane-TMP,9,philadelphia,Philadelphia,buslane,Transit-priority lanes,temporary,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,line_extrusion,3200,3.5,0.1,278,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,48600000
philadelphia-buslane-PERM,9,philadelphia,Philadelphia,buslane,Transit-priority lanes,permanent,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,line_extrusion,3200,3.5,0.1,285,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,59400000
philadelphia-signals-TMP,9,philadelphia,Philadelphia,signals,Signal timing plans,temporary,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,point_model,1,1,3,295,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,6750000
philadelphia-signals-PERM,9,philadelphia,Philadelphia,signals,Signal timing plans,permanent,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,point_model,1,1,6,302,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,20250000
philadelphia-hub-TMP,9,philadelphia,Philadelphia,hub,Hub-to-stadium shuttle package,temporary,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,polygon_extrusion,90,60,3,312,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,30000000
philadelphia-hub-PERM,9,philadelphia,Philadelphia,hub,Hub-to-stadium shuttle package,permanent,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,polygon_extrusion,90,60,6,319,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,45000000
philadelphia-parkride-TMP,9,philadelphia,Philadelphia,parkride,Park-and-ride package,temporary,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,polygon_extrusion,220,150,0.2,329,0.05,#F59E0B,0.55,No,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,0
philadelphia-parkride-PERM,9,philadelphia,Philadelphia,parkride,Park-and-ride package,permanent,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,polygon_extrusion,220,150,0.2,336,0.1,#2563EB,0.85,No,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,0
philadelphia-ped-TMP,9,philadelphia,Philadelphia,ped,Protected pedestrian corridor,temporary,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,line_extrusion,1600,6,0.15,346,0.05,#F59E0B,0.55,No,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,0
philadelphia-ped-PERM,9,philadelphia,Philadelphia,ped,Protected pedestrian corridor,permanent,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,line_extrusion,1600,6,0.15,353,0.1,#0F766E,0.85,No,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,0
philadelphia-bike-TMP,9,philadelphia,Philadelphia,bike,Protected bicycle access,temporary,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,line_extrusion,3200,3,0.1,3,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,0
philadelphia-bike-PERM,9,philadelphia,Philadelphia,bike,Protected bicycle access,permanent,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,line_extrusion,3200,3,0.1,10,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,0
